timestamp,strategy,strategy_type,pnl,investment,roi,is_win,entry_price,exit_price,strike_price,option_type,strike_type,lots,lot_size,spot_price
2026-04-03 12:00:00,AI_ENHANCED_LOSING,,-411.90390585644843,15376.000000000022,-2.6788755583796036,False,307.52000000000044,299.2819218828715,23800.0,PE,OTM,1,50,23433.47903337566
2026-04-03 12:05:00,MACD_DIVERGENCE_LOSING,,-266.24293816780823,12876.000000000022,-2.067745714257594,False,257.52000000000044,252.19514123664428,23900.0,PE,ITM,1,50,23955.757320716006
2026-04-03 12:10:00,BREAKOUT_REVERSAL_LOSING,,913.8923553259232,15376.000000000022,5.9436287417138525,True,307.52000000000044,325.79784710651893,23800.0,PE,OTM,1,50,23500.38661462195
2026-04-03 12:15:00,VOLUME_SPIKE_LOSING,,633.7721767269926,15376.000000000022,4.121827372053796,True,307.52000000000044,320.1954435345403,23800.0,CE,OTM,1,50,22706.05530701214
2026-04-03 12:15:00,HIGH_VOLUME_LOSING,,569.3788266160998,15376.000000000022,3.7030360732056384,True,307.52000000000044,318.9075765323224,23800.0,CE,OTM,1,50,22706.05530701214
2026-04-03 12:20:00,MOMENTUM_REVERSAL_LOSING,,-10.280148252014687,376.0000000000218,-2.734081981918641,False,7.520000000000437,7.314397034960143,24400.0,CE,ITM,1,50,24474.479305648423
2026-04-03 12:30:00,AI_ENHANCED_LOSING,,600.3907769624846,15376.000000000022,3.90472669720658,True,307.52000000000044,319.5278155392501,23800.0,CE,OTM,1,50,23593.283201455684
2026-04-03 12:30:00,TREND_FOLLOWING_OPTIMIZED,,-280.705569677148,15376.000000000022,-1.8256085436859235,False,307.52000000000044,301.9058886064575,23800.0,CE,OTM,1,50,23593.283201455684
2026-04-03 12:30:00,CCI_EXTREME_LOSING,,747.2991335033732,15376.000000000022,4.860166060765948,True,307.52000000000044,322.46598267006794,23800.0,CE,OTM,1,50,23593.283201455684
2026-04-03 12:35:00,STOCHASTIC_OVERSOLD_LOSING,,913.2495609339784,15376.000000000022,5.939448237083618,True,307.52000000000044,325.78499121868,23800.0,CE,OTM,1,50,23371.04232792957
2026-04-03 12:35:00,STRONG_MOMENTUM_LOSING,,587.1248570720949,15376.000000000022,3.8184499029142436,True,307.52000000000044,319.26249714144234,23800.0,CE,OTM,1,50,23371.04232792957
2026-04-03 12:35:00,BOLLINGER_SQUEEZE_LOSING,,737.6007852370697,15376.000000000022,4.797091475267096,True,307.52000000000044,322.2720157047419,23800.0,CE,OTM,1,50,23371.04232792957
2026-04-03 12:45:00,DAY_HIGH_LOW_OPTIMIZED,,633.7755310734949,15376.000000000022,4.121849187522724,True,307.52000000000044,320.1955106214703,23800.0,CE,OTM,1,50,23451.320652784616
2026-04-03 12:45:00,BREAKOUT_REVERSAL_LOSING,,-453.8633447941199,15376.000000000022,-2.951764729410245,False,307.52000000000044,298.442733104118,23800.0,CE,OTM,1,50,23451.320652784616
2026-04-03 12:50:00,MACD_DIVERGENCE_LOSING,,160.5363387967429,4623.999999999978,3.4718066348776744,True,92.47999999999956,95.69072677593442,24600.0,PE,ITM,1,50,24668.994130809733
2026-04-03 12:55:00,ATR_BREAKOUT_LOSING,,848.8062603423956,15376.000000000022,5.52033207818935,True,307.52000000000044,324.4961252068484,23800.0,CE,OTM,1,50,22972.60582907559
2026-04-03 13:00:00,RSI_DIVERGENCE_LOSING,,-5.911655297493992,376.0000000000218,-1.5722487493334172,False,7.520000000000437,7.4017668940505565,24400.0,CE,ATM,1,50,24425.540443716378
2026-04-03 13:00:00,VOLUME_SPIKE_LOSING,,-9.745241091105077,376.0000000000218,-2.5918194391235403,False,7.520000000000437,7.325095178178334,24400.0,CE,ATM,1,50,24425.540443716378
2026-04-03 13:05:00,STOCHASTIC_OVERSOLD_LOSING,,-389.91524135959924,15376.000000000022,-2.5358691555645074,False,307.52000000000044,299.72169517280844,23800.0,CE,OTM,1,50,23683.28363356401
2026-04-03 13:05:00,HIGH_VOLUME_LOSING,,-428.769077103407,15376.000000000022,-2.788560595105401,False,307.52000000000044,298.9446184579323,23800.0,CE,OTM,1,50,23683.28363356401
2026-04-03 13:05:00,STRONG_MOMENTUM_LOSING,,576.660040343106,15376.000000000022,3.750390480899487,True,307.52000000000044,319.05320080686255,23800.0,CE,OTM,1,50,23683.28363356401
2026-04-03 13:05:00,CCI_EXTREME_LOSING,,-316.1663855024834,15376.000000000022,-2.056232996244036,False,307.52000000000044,301.19667228995075,23800.0,CE,OTM,1,50,23683.28363356401
2026-04-03 13:10:00,AI_ENHANCED_LOSING,,634.4970555893202,15376.000000000022,4.126541724696406,True,307.52000000000044,320.2099411117868,23800.0,CE,OTM,1,50,22978.35424342316
2026-04-03 13:10:00,BOLLINGER_SQUEEZE_LOSING,,-260.52430155069834,15376.000000000022,-1.694356799887474,False,307.52000000000044,302.30951396898644,23800.0,CE,OTM,1,50,22978.35424342316
2026-04-03 13:15:00,WILLIAMS_REVERSAL_LOSING,,-7.512113094444082,376.0000000000218,-1.9979024187350123,False,7.520000000000437,7.369757738111555,24400.0,CE,ATM,1,50,24428.57899669327
2026-04-03 13:15:00,DAY_HIGH_LOW_OPTIMIZED,,11.724255781106097,376.0000000000218,3.1181531332727173,True,7.520000000000437,7.754485115622559,24400.0,CE,ATM,1,50,24428.57899669327
2026-04-03 13:20:00,MOMENTUM_REVERSAL_LOSING,,-343.81125646035025,15376.000000000022,-2.2360253411833364,False,307.52000000000044,300.64377487079344,23800.0,PE,OTM,1,50,23238.649480090084
2026-04-03 13:25:00,MACD_DIVERGENCE_LOSING,,620.1714872312299,15376.000000000022,4.033373356082395,True,307.52000000000044,319.9234297446251,23800.0,CE,OTM,1,50,23483.42450081138
2026-04-03 13:25:00,BREAKOUT_REVERSAL_LOSING,,655.4556792762781,15376.000000000022,4.262849110797848,True,307.52000000000044,320.62911358552594,23800.0,CE,OTM,1,50,23483.42450081138
2026-04-03 13:30:00,ATR_BREAKOUT_LOSING,,-412.8126386137912,15376.000000000022,-2.684785630942967,False,307.52000000000044,299.2637472277246,23800.0,PE,OTM,1,50,23083.059870957837
2026-04-03 13:35:00,STOCHASTIC_OVERSOLD_LOSING,,-456.0453094752672,15376.000000000022,-2.9659554466393505,False,307.52000000000044,298.3990938104951,23800.0,CE,OTM,1,50,23088.317253849378
2026-04-03 13:40:00,AI_ENHANCED_LOSING,,433.6020684376005,7876.000000000022,5.505358918709996,True,157.52000000000044,166.19204136875246,24100.0,PE,ATM,1,50,24144.394811342194
2026-04-03 13:45:00,STRONG_MOMENTUM_LOSING,,-185.000981652314,7876.000000000022,-2.3489205390085512,False,157.52000000000044,153.81998036695416,24100.0,CE,ATM,1,50,24135.948857994914
2026-04-03 13:45:00,WILLIAMS_REVERSAL_LOSING,,438.46478189566295,7876.000000000022,5.567099820920032,True,157.52000000000044,166.28929563791368,24100.0,CE,ATM,1,50,24135.948857994914
2026-04-03 13:45:00,CCI_EXTREME_LOSING,,-232.6886007354089,7876.000000000022,-2.9544007203581546,False,157.52000000000044,152.86622798529226,24100.0,CE,ATM,1,50,24135.948857994914
2026-04-03 13:45:00,BOLLINGER_SQUEEZE_LOSING,,-145.51529630819772,7876.000000000022,-1.8475786732884372,False,157.52000000000044,154.60969407383647,24100.0,CE,ATM,1,50,24135.948857994914
2026-04-03 13:50:00,MOMENTUM_REVERSAL_LOSING,,-284.2785279548598,15376.000000000022,-1.84884578534638,False,307.52000000000044,301.83442944090325,23800.0,PE,OTM,1,50,23249.04958670114
2026-04-03 13:55:00,VOLUME_SPIKE_LOSING,,590.4418307963201,15376.000000000022,3.8400223126711714,True,307.52000000000044,319.32883661592683,23800.0,CE,OTM,1,50,23314.565774465485
2026-04-03 14:00:00,MULTI_TIMEFRAME_LOSING,,-434.2610302084979,15376.000000000022,-2.824278292198864,False,307.52000000000044,298.8347793958305,23800.0,CE,OTM,1,50,23064.882875532454
2026-04-03 14:05:00,HIGH_VOLUME_LOSING,,590.5329184813967,15376.000000000022,3.84061471436912,True,307.52000000000044,319.33065836962834,23800.0,PE,ITM,1,50,23873.21399993359
2026-04-03 14:05:00,BREAKOUT_REVERSAL_LOSING,,-315.0320074812494,15376.000000000022,-2.048855407656406,False,307.52000000000044,301.21935985037544,23800.0,PE,ITM,1,50,23873.21399993359
2026-04-03 14:10:00,AI_ENHANCED_LOSING,,599.7459736852371,15376.000000000022,3.9005331275054385,True,307.52000000000044,319.5149194737052,23800.0,PE,OTM,1,50,23304.91592557248
2026-04-03 14:10:00,RSI_DIVERGENCE_LOSING,,700.1961743338913,15376.000000000022,4.553825275324469,True,307.52000000000044,321.52392348667826,23800.0,PE,OTM,1,50,23304.91592557248
2026-04-03 14:10:00,TREND_FOLLOWING_OPTIMIZED,,-401.1233012586174,15376.000000000022,-2.608762365105468,False,307.52000000000044,299.4975339748281,23800.0,PE,OTM,1,50,23304.91592557248
2026-04-03 14:15:00,DAY_HIGH_LOW_OPTIMIZED,,517.7708853348531,15376.000000000022,3.3673964967147008,True,307.52000000000044,317.8754177066975,23800.0,CE,OTM,1,50,23345.341437204304
2026-04-03 14:20:00,ATR_BREAKOUT_LOSING,,-225.8626514010432,12876.000000000022,-1.754136776957462,False,257.52000000000044,253.00274697197958,23900.0,PE,ATM,1,50,23944.721740342447
2026-04-03 14:20:00,MOMENTUM_REVERSAL_LOSING,,543.1290625171135,12876.000000000022,4.218150532130418,True,257.52000000000044,268.3825812503427,23900.0,PE,ATM,1,50,23944.721740342447
2026-04-03 14:30:00,MACD_DIVERGENCE_LOSING,,700.2088155715994,15376.000000000022,4.553907489409459,True,307.52000000000044,321.5241763114325,23800.0,CE,OTM,1,50,23110.608486284593
2026-04-03 14:35:00,BOLLINGER_SQUEEZE_LOSING,,357.81781870216633,7876.000000000022,4.543141425878178,True,157.52000000000044,164.67635637404376,24100.0,PE,ATM,1,50,24077.73153064068
2026-04-03 14:40:00,CCI_EXTREME_LOSING,,830.200622468141,15376.000000000022,5.39932766953785,True,307.52000000000044,324.12401244936325,23800.0,PE,OTM,1,50,23639.26684066993
2026-04-03 14:45:00,WILLIAMS_REVERSAL_LOSING,,-290.66327025069364,15376.000000000022,-1.8903698637532078,False,307.52000000000044,301.7067345949866,23800.0,PE,ATM,1,50,23760.848836856014
2026-04-03 14:50:00,VOLUME_SPIKE_LOSING,,-429.3916759780408,15376.000000000022,-2.7926097553202403,False,307.52000000000044,298.9321664804396,23800.0,PE,OTM,1,50,23056.363266357235
2026-04-03 14:50:00,STRONG_MOMENTUM_LOSING,,-438.6950222320472,15376.000000000022,-2.8531153891262138,False,307.52000000000044,298.7460995553595,23800.0,PE,OTM,1,50,23056.363266357235
2026-04-03 14:55:00,TREND_FOLLOWING_OPTIMIZED,,90.23221573790985,2123.999999999978,4.248221079939302,True,42.47999999999956,44.284644314757756,24500.0,CE,ITM,1,50,24557.117704705764
2026-04-03 15:00:00,MULTI_TIMEFRAME_LOSING,,757.133196536131,12876.000000000022,5.880189472942915,True,257.52000000000044,272.66266393072306,23900.0,PE,ITM,1,50,23968.3641811752
2026-04-03 15:00:00,HIGH_VOLUME_LOSING,,-343.5203499741358,12876.000000000022,-2.6679120066335447,False,257.52000000000044,250.6495930005177,23900.0,PE,ITM,1,50,23968.3641811752
2026-04-03 15:00:00,BREAKOUT_REVERSAL_LOSING,,543.2605170865548,12876.000000000022,4.219171459199704,True,257.52000000000044,268.3852103417315,23900.0,PE,ITM,1,50,23968.3641811752
2026-04-03 15:05:00,DAY_HIGH_LOW_OPTIMIZED,,-292.96878648840317,10376.000000000022,-2.8235233855859923,False,207.52000000000044,201.66062427023238,24000.0,CE,ATM,1,50,23975.587963453323
2026-04-03 15:10:00,CCI_EXTREME_LOSING,,284.1711243010157,7876.000000000022,3.608064046483176,True,157.52000000000044,163.20342248602074,24100.0,CE,ITM,1,50,24158.132140214133
2026-04-03 15:10:00,BOLLINGER_SQUEEZE_LOSING,,-169.25850354167807,7876.000000000022,-2.1490414365372983,False,157.52000000000044,154.13482992916687,24100.0,CE,ITM,1,50,24158.132140214133
2026-04-03 15:15:00,RSI_DIVERGENCE_LOSING,,-58.876700519263736,2123.999999999978,-2.7719727174794886,False,42.47999999999956,41.30246598961429,24500.0,CE,ATM,1,50,24527.162539375022
2026-04-03 15:15:00,WILLIAMS_REVERSAL_LOSING,,108.72369605562653,2123.999999999978,5.118818081715049,True,42.47999999999956,44.6544739211121,24500.0,CE,ATM,1,50,24527.162539375022
2026-04-03 15:15:00,ATR_BREAKOUT_LOSING,,68.66849185223714,2123.999999999978,3.2329798423840796,True,42.47999999999956,43.85336983704431,24500.0,CE,ATM,1,50,24527.162539375022
2026-04-03 15:25:00,VOLUME_SPIKE_LOSING,,852.2734531064584,15376.000000000022,5.542881458808905,True,307.52000000000044,324.5654690621296,23800.0,PE,OTM,1,50,23308.92684614975
2026-04-03 15:25:00,MOMENTUM_REVERSAL_LOSING,,741.3733285376159,15376.000000000022,4.821626746472521,True,307.52000000000044,322.3474665707528,23800.0,PE,OTM,1,50,23308.92684614975
2026-04-03 15:30:00,MULTI_TIMEFRAME_LOSING,,587.1762204418552,15376.000000000022,3.8187839518851088,True,307.52000000000044,319.26352440883755,23800.0,CE,ATM,1,50,23823.653628320593
2026-04-03 15:30:00,HIGH_VOLUME_LOSING,,519.008717279028,15376.000000000022,3.3754469125847244,True,307.52000000000044,317.90017434558104,23800.0,CE,ATM,1,50,23823.653628320593
2026-04-03 15:30:00,MACD_DIVERGENCE_LOSING,,-438.1315806118765,15376.000000000022,-2.849450966518443,False,307.52000000000044,298.75736838776294,23800.0,CE,ATM,1,50,23823.653628320593
