timestamp,open,high,low,close,volume,vwap
2026-03-27 10:07:07.140822,23565.37,23718.88,23547.78,23603.89,998018,23608.98
2026-03-27 10:08:07.140822,23649.64,23720.49,23629.67,23635.32,1108150,23658.78
2026-03-27 10:09:07.140822,23554.27,23658.49,23538.39,23614.11,1159020,23591.32
2026-03-27 10:10:07.140822,23622.96,23630.25,23596.45,23617.5,1049632,23616.79
2026-03-27 10:11:07.140822,23568.86,23657.92,23568.69,23600.34,1072442,23598.95
2026-03-27 10:12:07.140822,23683.36,23684.81,23639.06,23639.22,28659,23661.61
2026-03-27 10:13:07.140822,23656.63,23675.07,23617.96,23640.98,1355370,23647.66
2026-03-27 10:14:07.140822,23630.03,23662.92,23590.59,23621.9,849697,23626.36
2026-03-27 10:15:07.140822,23649.72,23663.74,23560.96,23633.07,793449,23626.87
2026-03-27 10:16:07.140822,23608.78,23620.99,23583.59,23608.93,868723,23605.57
2026-03-27 10:17:07.140822,23644.49,23661.45,23638.39,23642.26,1037919,23646.65
2026-03-27 10:18:07.140822,23647.94,23650.28,23587.98,23646.49,1177867,23633.17
2026-03-27 10:19:07.140822,23676.54,23680.75,23667.5,23672.03,929969,23674.2
2026-03-27 10:20:07.140822,23684.58,23706.89,23604.65,23647.45,781562,23660.89
2026-03-27 10:21:07.140822,23594.95,23646.85,23588.62,23638.58,967842,23617.25
2026-03-27 10:22:07.140822,23653.51,23667.99,23552.11,23602.74,541323,23619.09
2026-03-27 10:23:07.140822,23626.88,23712.79,23531.03,23585.39,529854,23614.02
2026-03-27 10:24:07.140822,23606.41,23625.78,23594.39,23625.71,1293839,23613.07
2026-03-27 10:25:07.140822,23687.06,23706.07,23615.52,23626.28,679354,23658.73
2026-03-27 10:26:07.140822,23622.64,23665.39,23597.28,23636.21,636300,23630.38
2026-03-27 10:27:07.140822,23615.89,23647.91,23584.25,23614.15,505270,23615.55
2026-03-27 10:28:07.140822,23648.68,23710.49,23567.27,23630.27,932700,23639.18
2026-03-27 10:29:07.140822,23633.22,23668.13,23614.93,23632.53,1153835,23637.2
2026-03-27 10:30:07.140822,23697.64,23715.0,23651.78,23672.85,682399,23684.32
2026-03-27 10:31:07.140822,23757.23,23786.48,23636.17,23689.54,1092069,23717.35
2026-03-27 10:32:07.140822,23691.97,23708.87,23691.55,23705.21,635856,23699.4
2026-03-27 10:33:07.140822,23707.06,23819.69,23700.77,23746.85,794389,23743.59
2026-03-27 10:34:07.140822,23723.4,23754.33,23651.4,23731.33,990897,23715.11
2026-03-27 10:35:07.140822,23810.81,23841.39,23753.46,23762.42,880702,23792.02
2026-03-27 10:36:07.140822,23790.4,23804.2,23771.62,23786.74,1226814,23788.24
2026-03-27 10:37:07.140822,23791.95,23814.69,23717.95,23786.98,1324198,23777.89
2026-03-27 10:38:07.140822,23782.89,23816.88,23763.89,23780.08,1034051,23785.93
2026-03-27 10:39:07.140822,23791.26,23795.35,23784.21,23786.98,113838,23789.45
2026-03-27 10:40:07.140822,23806.32,23808.81,23788.58,23808.36,571333,23803.02
2026-03-27 10:41:07.140822,23828.73,23838.38,23787.91,23832.17,1010144,23821.8
2026-03-27 10:42:07.140822,23817.72,23831.35,23802.58,23823.82,1068455,23818.87
2026-03-27 10:43:07.140822,23849.42,23900.38,23803.7,23845.31,698389,23849.7
2026-03-27 10:44:07.140822,23797.59,23885.81,23780.32,23836.47,764424,23825.05
2026-03-27 10:45:07.140822,23907.68,23925.59,23822.17,23862.97,679052,23879.6
2026-03-27 10:46:07.140822,23865.84,23888.28,23792.16,23870.09,1123651,23854.09
2026-03-27 10:47:07.140822,23869.9,23917.17,23819.01,23857.82,1656573,23865.97
2026-03-27 10:48:07.140822,23873.59,23875.98,23822.8,23870.52,1438331,23860.72
2026-03-27 10:49:07.140822,23871.47,23872.48,23840.81,23859.45,756237,23861.05
2026-03-27 10:50:07.140822,23874.06,23875.13,23804.95,23859.7,535793,23853.46
2026-03-27 10:51:07.140822,23927.54,23944.53,23830.41,23854.51,1210056,23889.24
2026-03-27 10:52:07.140822,23813.28,23872.87,23781.16,23839.96,880816,23826.82
2026-03-27 10:53:07.140822,23844.69,23856.15,23809.9,23842.37,759168,23838.28
2026-03-27 10:54:07.140822,23899.35,23909.9,23845.37,23866.18,1194419,23880.2
2026-03-27 10:55:07.140822,23847.47,23866.68,23815.01,23850.85,781017,23845.0
2026-03-27 10:56:07.140822,23813.87,23917.28,23765.84,23839.07,1199849,23834.01
2026-03-27 10:57:07.140822,23865.57,23878.33,23821.01,23844.69,904981,23852.4
2026-03-27 10:58:07.140822,23851.4,23897.03,23845.88,23856.59,1166860,23862.72
2026-03-27 10:59:07.140822,23839.47,23861.44,23828.91,23854.71,716108,23846.13
2026-03-27 11:00:07.140822,23872.26,23892.92,23831.73,23874.76,805715,23867.92
2026-03-27 11:01:07.140822,23825.53,23953.81,23809.28,23903.74,584793,23873.09
2026-03-27 11:02:07.140822,23935.73,23966.84,23849.19,23897.74,1454550,23912.38
2026-03-27 11:03:07.140822,23817.94,23887.07,23802.58,23836.18,842739,23835.94
2026-03-27 11:04:07.140822,23857.14,23874.63,23829.81,23839.61,738898,23850.3
2026-03-27 11:05:07.140822,23832.67,23833.53,23760.88,23802.69,1271288,23807.44
2026-03-27 11:06:07.140822,23824.98,23877.99,23789.91,23814.36,882232,23826.81
2026-03-27 11:07:07.140822,23826.25,23834.35,23817.19,23828.92,652234,23826.68
2026-03-27 11:08:07.140822,23847.56,23852.52,23847.34,23849.81,941587,23849.31
2026-03-27 11:09:07.140822,23866.0,23875.52,23832.73,23837.63,1523305,23852.97
2026-03-27 11:10:07.140822,23835.98,23859.89,23791.41,23848.42,871581,23833.92
2026-03-27 11:11:07.140822,23859.81,23865.25,23815.54,23854.8,1032489,23848.85
2026-03-27 11:12:07.140822,23890.29,23901.22,23857.1,23881.67,1238469,23882.57
2026-03-27 11:13:07.140822,23858.07,23923.15,23827.62,23883.59,1247404,23873.11
2026-03-27 11:14:07.140822,23840.28,23911.33,23828.68,23859.58,669021,23859.97
2026-03-27 11:15:07.140822,23890.47,23938.23,23870.29,23885.6,631155,23896.15
2026-03-27 11:16:07.140822,23915.18,23917.41,23909.76,23916.74,419832,23914.77
2026-03-27 11:17:07.140822,23921.48,23975.13,23884.98,23934.93,1038872,23929.13
2026-03-27 11:18:07.140822,23962.03,23983.58,23929.97,23950.23,658134,23956.45
2026-03-27 11:19:07.140822,23977.99,23989.48,23947.77,23964.33,875273,23969.89
2026-03-27 11:20:07.140822,24001.13,24012.97,23974.88,23977.78,1132262,23991.69
2026-03-27 11:21:07.140822,24036.75,24053.13,23965.29,23990.81,1104594,24011.49
2026-03-27 11:22:07.140822,24040.49,24083.11,23929.4,23988.3,758015,24010.33
2026-03-27 11:23:07.140822,23980.82,23989.99,23976.54,23977.75,781827,23981.27
2026-03-27 11:24:07.140822,23948.07,24011.13,23895.47,23978.83,497818,23958.38
2026-03-27 11:25:07.140822,23950.99,24028.7,23936.07,23999.58,792626,23978.84
2026-03-27 11:26:07.140822,24061.79,24106.14,23987.48,24019.77,839790,24043.79
2026-03-27 11:27:07.140822,23981.18,24036.07,23961.06,24005.72,1081516,23996.01
2026-03-27 11:28:07.140822,23993.87,23995.77,23953.66,23981.5,1041650,23981.2
2026-03-27 11:29:07.140822,23998.62,24000.79,23966.41,23993.08,1281953,23989.72
2026-03-27 11:30:07.140822,24045.54,24051.29,23917.31,23992.26,1033882,24001.6
2026-03-27 11:31:07.140822,24024.3,24094.72,23949.23,24009.13,1348102,24019.34
2026-03-27 11:32:07.140822,24023.12,24047.81,23915.09,24014.1,1026873,24000.03
2026-03-27 11:33:07.140822,23985.22,24027.71,23983.81,23995.23,1009811,23997.99
2026-03-27 11:34:07.140822,23993.38,24046.22,23953.0,24034.45,783887,24006.76
2026-03-27 11:35:07.140822,24038.35,24057.79,24002.4,24056.97,1159573,24038.88
2026-03-27 11:36:07.140822,24078.86,24089.09,24032.61,24059.79,1114054,24065.09
2026-03-27 11:37:07.140822,24084.63,24200.79,24061.12,24100.35,1238247,24111.72
2026-03-27 11:38:07.140822,24090.46,24137.15,24062.28,24099.61,697349,24097.37
2026-03-27 11:39:07.140822,24163.68,24178.96,24046.19,24094.83,860194,24120.91
2026-03-27 11:40:07.140822,24107.51,24192.54,24071.71,24123.85,1028995,24123.9
2026-03-27 11:41:07.140822,24148.75,24157.35,24143.67,24157.13,1901735,24151.73
2026-03-27 11:42:07.140822,24111.68,24163.42,24106.23,24161.34,483358,24135.67
2026-03-27 11:43:07.140822,24160.41,24168.95,24125.81,24163.78,1792759,24154.73
2026-03-27 11:44:07.140822,24176.17,24203.63,24118.28,24152.92,1201514,24162.75
2026-03-27 11:45:07.140822,24245.17,24256.74,24092.33,24162.44,1356848,24189.17
2026-03-27 11:46:07.140822,24161.59,24164.01,23978.5,24157.33,1497627,24115.36
2026-03-27 11:47:07.140822,24152.09,24170.26,24141.89,24157.87,1293949,24155.53
2026-03-27 11:48:07.140822,24187.36,24191.59,24148.95,24153.22,596751,24170.28
2026-03-27 11:49:07.140822,24170.09,24186.2,24150.57,24182.66,1219554,24172.38
2026-03-27 11:50:07.140822,24124.89,24178.5,24103.15,24161.47,1342407,24142.0
2026-03-27 11:51:07.140822,24161.67,24245.1,24123.24,24164.62,924361,24173.66
2026-03-27 11:52:07.140822,24164.14,24207.28,24162.11,24162.13,333717,24173.91
2026-03-27 11:53:07.140822,24193.13,24199.8,24190.07,24192.72,1074866,24193.93
2026-03-27 11:54:07.140822,24147.31,24174.62,24134.83,24174.47,1233965,24157.81
2026-03-27 11:55:07.140822,24153.39,24210.62,24126.08,24152.26,1103493,24160.59
2026-03-27 11:56:07.140822,24145.27,24186.81,24090.93,24157.9,568507,24145.23
2026-03-27 11:57:07.140822,24149.73,24173.72,24084.74,24164.94,822729,24143.28
2026-03-27 11:58:07.140822,24185.7,24226.25,24166.57,24187.65,1012567,24191.55
2026-03-27 11:59:07.140822,24178.31,24196.14,24152.47,24193.71,1018563,24180.16
2026-03-27 12:00:07.140822,24177.3,24212.78,24169.91,24189.78,1059341,24187.44
2026-03-27 12:01:07.140822,24209.77,24226.34,24201.54,24215.08,681079,24213.18
2026-03-27 12:02:07.140822,24267.93,24321.34,24218.17,24228.89,1120154,24259.08
2026-03-27 12:03:07.140822,24251.59,24267.42,24234.02,24262.92,1244501,24253.99
2026-03-27 12:04:07.140822,24254.24,24287.03,24252.35,24279.69,878989,24268.33
2026-03-27 12:05:07.140822,24307.24,24366.45,24271.03,24278.73,874630,24305.87
2026-03-27 12:06:07.140822,24276.01,24396.82,24260.63,24293.02,1378708,24306.62
2026-03-27 12:07:07.140822,24264.41,24294.14,24255.34,24281.94,965358,24273.96
2026-03-27 12:08:07.140822,24272.33,24295.4,24269.62,24269.63,1553398,24276.75
2026-03-27 12:09:07.140822,24316.82,24320.72,24279.6,24286.56,1168596,24300.92
2026-03-27 12:10:07.140822,24317.35,24352.35,24277.74,24325.04,817899,24318.12
2026-03-27 12:11:07.140822,24320.93,24349.39,24303.28,24317.99,1231945,24322.9
2026-03-27 12:12:07.140822,24289.98,24359.85,24269.7,24357.74,1170322,24319.32
2026-03-27 12:13:07.140822,24381.03,24400.56,24347.14,24358.51,811526,24371.81
2026-03-27 12:14:07.140822,24400.41,24406.8,24382.8,24386.87,1123236,24394.22
2026-03-27 12:15:07.140822,24384.33,24481.34,24325.83,24374.59,664611,24391.52
2026-03-27 12:16:07.140822,24348.38,24400.44,24307.98,24357.56,477655,24353.59
2026-03-27 12:17:07.140822,24413.17,24426.01,24275.62,24354.62,1145090,24367.36
2026-03-27 12:18:07.140822,24368.19,24380.71,24340.96,24371.46,422258,24365.33
2026-03-27 12:19:07.140822,24387.43,24390.45,24376.91,24379.86,472803,24383.66
2026-03-27 12:20:07.140822,24354.8,24404.84,24344.81,24373.02,1701949,24369.37
2026-03-27 12:21:07.140822,24329.34,24421.5,24322.3,24380.49,767234,24363.4
2026-03-27 12:22:07.140822,24323.08,24379.67,24299.6,24370.52,877863,24343.22
2026-03-27 12:23:07.140822,24369.7,24383.51,24365.34,24375.04,1188147,24373.4
2026-03-27 12:24:07.140822,24375.86,24392.56,24365.44,24380.89,1230068,24378.69
2026-03-27 12:25:07.140822,24389.77,24400.58,24302.3,24385.03,768666,24369.42
2026-03-27 12:26:07.140822,24472.51,24486.57,24325.99,24374.53,569432,24414.9
2026-03-27 12:27:07.140822,24348.49,24408.69,24280.85,24365.89,1082390,24350.98
2026-03-27 12:28:07.140822,24335.08,24345.25,24331.46,24336.08,970248,24336.97
2026-03-27 12:29:07.140822,24319.66,24382.36,24310.88,24340.44,592166,24338.34
2026-03-27 12:30:07.140822,24304.07,24356.7,24214.79,24354.77,1235084,24307.58
2026-03-27 12:31:07.140822,24394.0,24424.73,24363.05,24375.62,1111451,24389.35
2026-03-27 12:32:07.140822,24446.9,24455.71,24339.28,24382.92,1314539,24406.2
2026-03-27 12:33:07.140822,24380.35,24439.99,24336.83,24379.27,1639741,24384.11
2026-03-27 12:34:07.140822,24314.22,24402.87,24309.74,24372.76,1423908,24349.9
2026-03-27 12:35:07.140822,24347.05,24364.7,24338.92,24344.24,1026522,24348.73
2026-03-27 12:36:07.140822,24365.51,24417.99,24301.84,24377.27,965329,24365.65
2026-03-27 12:37:07.140822,24426.48,24440.07,24334.25,24391.6,1161911,24398.1
2026-03-27 12:38:07.140822,24407.09,24491.55,24394.14,24431.56,1198874,24431.08
2026-03-27 12:39:07.140822,24434.35,24475.01,24428.37,24429.56,999683,24441.83
2026-03-27 12:40:07.140822,24484.06,24488.96,24437.83,24452.26,998935,24465.78
2026-03-27 12:41:07.140822,24439.13,24453.51,24419.52,24439.38,1043064,24437.88
2026-03-27 12:42:07.140822,24455.71,24458.88,24419.25,24454.17,1020800,24447.0
2026-03-27 12:43:07.140822,24439.46,24441.18,24427.28,24439.33,643090,24436.81
2026-03-27 12:44:07.140822,24468.1,24505.86,24431.16,24460.44,628130,24466.39
2026-03-27 12:45:07.140822,24478.77,24505.2,24476.5,24483.46,542326,24485.98
2026-03-27 12:46:07.140822,24496.48,24497.45,24470.91,24475.09,1336574,24484.98
2026-03-27 12:47:07.140822,24492.01,24512.96,24413.69,24459.13,1108160,24469.45
2026-03-27 12:48:07.140822,24397.82,24472.06,24374.85,24459.68,1083423,24426.1
2026-03-27 12:49:07.140822,24512.2,24514.33,24436.64,24448.7,848359,24477.97
2026-03-27 12:50:07.140822,24507.36,24526.7,24433.24,24465.76,887180,24483.26
2026-03-27 12:51:07.140822,24506.49,24511.85,24424.7,24459.25,1538548,24475.57
2026-03-27 12:52:07.140822,24473.14,24474.38,24461.46,24467.9,853828,24469.22
2026-03-27 12:53:07.140822,24444.33,24531.73,24397.99,24469.43,963533,24460.87
2026-03-27 12:54:07.140822,24577.15,24614.9,24456.49,24502.05,1009386,24537.65
2026-03-27 12:55:07.140822,24500.66,24585.5,24460.37,24483.81,659617,24507.59
2026-03-27 12:56:07.140822,24474.06,24511.09,24453.03,24477.67,1244838,24478.96
2026-03-27 12:57:07.140822,24484.38,24531.06,24455.47,24507.67,958804,24494.64
2026-03-27 12:58:07.140822,24511.81,24532.3,24471.97,24505.11,937720,24505.3
2026-03-27 12:59:07.140822,24525.84,24541.96,24514.39,24526.24,1111646,24527.11
2026-03-27 13:00:07.140822,24540.79,24566.26,24503.77,24529.85,1197824,24535.17
2026-03-27 13:01:07.140822,24524.49,24560.41,24468.26,24536.31,699536,24522.37
2026-03-27 13:02:07.140822,24478.05,24567.77,24464.83,24553.06,646138,24515.93
2026-03-27 13:03:07.140822,24525.7,24573.15,24503.07,24566.7,917867,24542.16
2026-03-27 13:04:07.140822,24567.75,24567.91,24490.94,24555.66,1302734,24545.56
2026-03-27 13:05:07.140822,24595.61,24654.63,24522.71,24557.93,1335810,24582.72
2026-03-27 13:06:07.140822,24512.67,24546.72,24504.47,24529.51,861949,24523.34
2026-03-27 13:07:07.140822,24601.98,24618.86,24482.91,24514.08,1076085,24554.46
2026-03-27 13:08:07.140822,24503.6,24545.96,24497.94,24522.6,1111693,24517.52
2026-03-27 13:09:07.140822,24519.38,24533.75,24496.75,24523.17,1185414,24518.26
2026-03-27 13:10:07.140822,24474.83,24531.56,24459.23,24522.32,1150152,24496.98
2026-03-27 13:11:07.140822,24539.23,24580.34,24527.14,24568.47,744388,24553.8
2026-03-27 13:12:07.140822,24533.18,24637.13,24490.64,24550.67,1414336,24552.9
2026-03-27 13:13:07.140822,24610.55,24648.46,24559.66,24560.18,1144458,24594.71
2026-03-27 13:14:07.140822,24540.39,24622.65,24498.6,24565.29,485342,24556.73
2026-03-27 13:15:07.140822,24592.74,24594.23,24541.31,24560.92,1111523,24572.3
2026-03-27 13:16:07.140822,24587.64,24607.21,24558.88,24590.19,868621,24585.98
2026-03-27 13:17:07.140822,24590.72,24604.54,24575.76,24584.08,816938,24588.77
2026-03-27 13:18:07.140822,24542.99,24585.81,24478.77,24546.16,991714,24538.43
2026-03-27 13:19:07.140822,24589.88,24594.91,24536.68,24538.71,697513,24565.04
2026-03-27 13:20:07.140822,24560.58,24562.61,24543.97,24554.95,942306,24555.52
2026-03-27 13:21:07.140822,24537.82,24626.72,24527.12,24566.64,241442,24564.57
2026-03-27 13:22:07.140822,24537.9,24582.05,24498.79,24569.26,1037251,24547.0
2026-03-27 13:23:07.140822,24586.28,24632.87,24578.85,24615.25,1193727,24603.31
2026-03-27 13:24:07.140822,24620.37,24623.06,24550.02,24597.98,1055819,24597.86
2026-03-27 13:25:07.140822,24557.86,24568.12,24549.69,24558.96,683871,24558.66
2026-03-27 13:26:07.140822,24590.69,24646.2,24562.43,24576.14,993419,24593.87
2026-03-27 13:27:07.140822,24527.92,24582.6,24523.3,24547.38,769827,24545.3
2026-03-27 13:28:07.140822,24569.98,24584.28,24493.32,24539.62,1247879,24546.8
2026-03-27 13:29:07.140822,24570.99,24573.77,24544.53,24549.0,1086085,24559.57
2026-03-27 13:30:07.140822,24519.0,24602.92,24427.52,24534.53,980709,24520.99
2026-03-27 13:31:07.140822,24530.17,24552.53,24490.2,24508.7,913738,24520.4
2026-03-27 13:32:07.140822,24469.05,24518.19,24455.77,24504.5,1212790,24486.88
2026-03-27 13:33:07.140822,24491.08,24511.29,24472.34,24509.13,814498,24495.96
2026-03-27 13:34:07.140822,24487.63,24625.55,24478.14,24527.9,923618,24529.8
2026-03-27 13:35:07.140822,24538.33,24553.66,24525.67,24534.51,653736,24538.04
2026-03-27 13:36:07.140822,24552.94,24566.26,24518.95,24533.27,809873,24542.86
2026-03-27 13:37:07.140822,24503.86,24579.98,24497.53,24538.07,1178760,24529.86
2026-03-27 13:38:07.140822,24508.33,24576.58,24494.42,24548.54,947602,24531.97
2026-03-27 13:39:07.140822,24556.06,24585.32,24512.34,24568.33,777354,24555.51
2026-03-27 13:40:07.140822,24620.16,24621.67,24600.34,24602.59,909077,24611.19
2026-03-27 13:41:07.140822,24644.45,24656.87,24615.32,24638.14,1106726,24638.69
2026-03-27 13:42:07.140822,24545.74,24621.85,24530.29,24610.22,873387,24577.03
2026-03-27 13:43:07.140822,24597.68,24616.16,24566.13,24585.17,1320344,24591.29
2026-03-27 13:44:07.140822,24572.46,24577.61,24552.66,24565.18,888576,24566.98
2026-03-27 13:45:07.140822,24568.37,24611.81,24561.94,24576.83,1362305,24579.74
2026-03-27 13:46:07.140822,24617.08,24646.15,24526.26,24584.34,1140662,24593.46
2026-03-27 13:47:07.140822,24580.3,24645.68,24576.02,24584.86,1192782,24596.71
2026-03-27 13:48:07.140822,24605.26,24621.91,24594.29,24615.09,1034161,24609.14
2026-03-27 13:49:07.140822,24630.67,24643.95,24623.04,24629.03,1402306,24631.67
2026-03-27 13:50:07.140822,24598.27,24697.15,24580.51,24632.29,1135557,24627.06
2026-03-27 13:51:07.140822,24643.51,24691.43,24617.34,24640.83,312379,24648.28
2026-03-27 13:52:07.140822,24669.88,24705.55,24626.83,24657.13,805639,24664.85
2026-03-27 13:53:07.140822,24662.98,24671.54,24659.34,24671.52,1070649,24666.34
2026-03-27 13:54:07.140822,24677.22,24707.64,24616.07,24668.11,1465340,24667.26
2026-03-27 13:55:07.140822,24674.39,24683.58,24637.73,24669.88,769876,24666.39
2026-03-27 13:56:07.140822,24653.84,24692.27,24640.83,24661.51,1192984,24662.11
2026-03-27 13:57:07.140822,24680.86,24685.68,24633.38,24668.93,496899,24667.21
2026-03-27 13:58:07.140822,24638.61,24702.66,24634.03,24686.65,834408,24665.49
2026-03-27 13:59:07.140822,24697.38,24698.91,24666.23,24693.65,989069,24689.04
2026-03-27 14:00:07.140822,24712.89,24714.48,24658.17,24686.54,986245,24693.02
2026-03-27 14:01:07.140822,24669.1,24733.99,24664.03,24689.86,1349377,24689.24
2026-03-27 14:02:07.140822,24742.78,24779.31,24682.53,24704.26,702596,24727.22
2026-03-27 14:03:07.140822,24668.63,24733.41,24650.61,24710.22,797114,24690.72
2026-03-27 14:04:07.140822,24727.66,24730.39,24648.83,24687.3,1032194,24698.54
2026-03-27 14:05:07.140822,24686.27,24707.31,24601.08,24691.41,1445622,24671.52
2026-03-27 14:06:07.140822,24691.8,24746.3,24685.06,24726.72,1429281,24712.47
2026-03-27 14:07:07.140822,24699.04,24742.31,24692.63,24729.97,1070603,24715.99
2026-03-27 14:08:07.140822,24742.18,24768.38,24716.31,24735.51,1247457,24740.59
2026-03-27 14:09:07.140822,24767.43,24776.92,24750.67,24756.67,939088,24762.92
2026-03-27 14:10:07.140822,24705.21,24766.11,24645.81,24739.8,829322,24714.23
2026-03-27 14:11:07.140822,24746.37,24767.83,24689.25,24729.27,1429121,24733.18
2026-03-27 14:12:07.140822,24878.45,24887.07,24629.2,24738.46,1137086,24783.29
2026-03-27 14:13:07.140822,24709.24,24773.56,24656.92,24718.19,854399,24714.48
2026-03-27 14:14:07.140822,24682.28,24761.15,24670.43,24735.32,878118,24712.3
2026-03-27 14:15:07.140822,24701.19,24746.14,24693.62,24721.08,525744,24715.51
2026-03-27 14:16:07.140822,24724.07,24731.09,24713.97,24714.38,664333,24720.88
2026-03-27 14:17:07.140822,24688.52,24726.91,24647.2,24695.64,612087,24689.57
2026-03-27 14:18:07.140822,24657.59,24706.27,24615.58,24690.03,90567,24667.37
2026-03-27 14:19:07.140822,24730.85,24737.84,24729.36,24735.71,804931,24733.44
2026-03-27 14:20:07.140822,24781.41,24818.24,24736.18,24777.64,657336,24778.37
2026-03-27 14:21:07.140822,24765.98,24799.77,24750.61,24763.64,1437740,24770.0
2026-03-27 14:22:07.140822,24682.33,24780.99,24672.51,24759.95,611516,24723.95
2026-03-27 14:23:07.140822,24794.67,24888.04,24770.39,24771.21,1372575,24806.08
2026-03-27 14:24:07.140822,24793.14,24810.33,24761.74,24794.4,1109002,24789.91
2026-03-27 14:25:07.140822,24795.67,24797.87,24793.69,24795.3,1039608,24795.63
2026-03-27 14:26:07.140822,24840.7,24849.23,24738.75,24793.02,872172,24805.43
2026-03-27 14:27:07.140822,24770.84,24853.76,24745.77,24792.01,386049,24790.6
